id,text,lang_code
14340,Flexible Montage dank lageunabhängigem Einbau.,de
14341,前菜はどう?,ja
14342,안 내면 술래 가위바위보.,ko
14343,Sayın Bakanımıza tartışmaya katıldığı için müteşekkirim.,tr
14344,ทายดูสิ,th
14345,过几天再见!,zh_cn
14346,Apple innovativstes Unternehmen der Welt?,de
14347,Unsere Website ist vollständig verschlüsselt.,de
14348,기다리고 있을 테니 조심히 오세요.,ko
14349,엄마도 요즘 살이 쪘다고 하시더라구요.,ko
14350,Nie verloren Daten speichern.,de
14351,Ich habe die Bankmitgliedschaft.,de
14352,"Say you love me, bitch.",en
14353,"Prossimo cliente, sei pronto per ordinare?",it
14354,Đi đường nào tới cửa?,vi
14355,感觉很微妙。,zh_cn
14356,Você gostaria de estudar comigo?,pt
14357,Tôi sắp phải đăng ký.,vi
14358,มันเล็กมาก,th
14359,Basketbol oynarken parmağım topa çarptı.,tr
14360,Potresti riscriverlo usando un nuovo modulo?,it
14361,Эра дешевой сырой нефти прошла.,ru
14362,Are you seeing anyone special?,en
14363,"Tebrikler, çalışma vizen az önce geldi.",tr
14364,Das Produkt ist korrosionsinhibiert.,de
14365,Awak dan Annie sangat serasi.,ms
14366,Phil menutup pintu dalam laboratorium.,id
14367,Este programa se llamó dpkg.,es
14368,スコアーは?,ja
14369,Un courrier électronique sera envoyé.,fr
14370,"Вы знаете, почему цвета разные?",ru
14371,İçeriğini kabul etmediğin bir dilekçe sunabilir misin?,tr
14372,ฉันรักหมา,th
14373,Я на это надеюсь.,ru
14374,사진처럼 머리 파마하고 싶은데 가능한가요?,ko
14375,Le nostre caramelle sono offerte alla casa imperiale.,it
14376,هذه الأمور تخرج أحياناً.,ar
14377,Бегун достиг финишной линии.,ru
14378,Diamo il benvenuto ai clienti con bambini piccoli.,it
14379,Tom bewegte den Mauszeiger.,de
14380,去你妈的吧！,zh_cn
14381,Di mana Tom ingin tinggal?,id
14382,Aku menerangkan alasannya secara menyeluruh.,id
14383,Saya hanya mahu membantu.,ms
14384,นี่คือหยก,th
14385,Có một tiếng nổ lớn.,vi
14386,Pourquoi souscrire une assurance familiale?,fr
14387,Quanto dinheiro você quer ganhar?,pt
14388,Ratusan ribu nyawa orang dipertaruhkan.,ms
14389,Jangan bertindak terlalu awal.,ms
14390,Bagaimana cintamu hari ini?,id
14391,Tom bisa menari seperti robot.,id
14392,ฉันกำลังมา,th
14393,Ibunya meninggal karena overdosis heroin.,id
14394,แม่บ้านทำ,th
14395,И они были не одни.,ru
14396,高兴得要命。,zh_cn
14397,Os soldados protegiam a ponte.,pt
14398,Esta aplicación ofrece compras integradas.,es
14399,คุณมีชาไหม,th
14400,うん、何?,ja
14401,"Bütçe, ekonomik değişimin yarattığı sorunları çözme iddiasındadır.",tr
14402,"Нарисуйте дерево, соответствующее префиксным выражениям.",ru
14403,Die persönlichen Daten sind hinzugefügt.,de
14404,Abbiamo anche molti clienti abituali locali.,it
14405,Ich möchte mehr Aufträge bekommen.,de
14406,Warum liefern wir Kryptografie aus?,de
14407,Hafta sonları kanepede çok uyuyakalır.,tr
14408,Une connexion Internet disponible.,fr
14409,Mình đi cùng xem nhé.,vi
14410,Ele impôs leis à cidade.,pt
14411,There's something I could sing.,en
14412,ملاك كبير شاذ جنسيًا.,ar
14413,저는 가족과 여행가려고 벌써 예약했어요.,ko
14414,No one thinks you're home.,en
14415,ฉันเอา,th
14416,Ihre Instandhaltungs kosten bleiben niedrig.,de
14417,Potresti scrivere qui il numero di conto bancario?,it
14418,هذا سيكون المشروب الكحولي روم.,ar
14419,Diga-me quando ele virá.,pt
14420,But you don't say it.,en
14421,ใช่ นั้นได้,th
14422,I francobolli non hanno data di scadenza e simili.,it
14423,Aku minum terlalu banyak.,id
14424,ยืนตรง ๆ,th
14425,개성이 강한 것들이 많이 보이네요.,ko
14426,Aku pilek lagi.,id
14427,También recibirá un correo electrónico.,es
14428,ولد، هل وجهك وعينيك تحمله.,ar
14429,Çocuklarının önünde olay çıkarmak istemiyorum.,tr
14430,Yabancı bir kadın tarafından sunağa götürüldü.,tr
14431,เที่ยง!,th
14432,Ada pengawal. Ia semua mengepung.,ms
14433,Park evlerinin sahiplerinin bu olaya karışmalarını istemem.,tr
14434,أنت تبدو مثل dadgum conquistadora!,ar
14435,Dia benar-benar perlukan rakan sekarang.,ms
14436,Jika anakmu telah beranjak remaja.,id
14437,Encontrámos um quarto na pousada.,pt
14438,Der Computer wird neu gestartet.,de
14439,Dia seorang yang berfikiran kolot.,ms
14440,Этот компьютер подключён к Интернету?,ru
14441,แค่สองส่วน,th
14442,Anda sangat baik.,id
14443,没什么秘诀。,zh_cn
14444,好きな曲は?,ja
14445,恐怕是肠炎。,zh_cn
14446,И теперь это идея.,ru
14447,"Avukatı, Mayo'nun konuştuklarında ""zar zor anlaşılır"" olduğunu söyledi.",tr
14448,Cái giỏ kia đẹp quá.,vi
14449,各位下午好。,zh_cn
14450,남다른 면모를 보여 주겠다는 거지.,ko
14451,頭にきた!,ja
14452,叫什么名字。,zh_cn
14453,"Das Internet boomt, Mobiltelefone auch.",de
14454,ลองคิดดู,th
14455,Adoro el sitio web.,es
14456,Es una película perturbadora.,es
14457,Come-se para viver.,pt
14458,Que signifie le système d'alerte?,fr
14459,Inilah perasaannya di pejabat.,ms
14460,"Konu, yerel otoritenin yetkileriyle doğrudan ilgili değildir.",tr
14461,Chiedo pieno sostegno per la loro inclusione domani.,it
14462,Y es una película divertida.,es
14463,"I mean, it's a no-brainer.",en
14464,Cậu có quên gì không?,vi
14465,Wofür wird dieses Produkt verwendet?,de
14466,"Pamela, nghe thật kinh khủng.",vi
14467,"Mereka sedang berseronok, bukan?",ms
14468,كان يُمكن أن يكونوا تافهين.,ar
14469,空调有毛病。,zh_cn
14470,Üzerine battaniyeyi örttüğünde fark etmiş olabileceğini düşündüm.,tr
14471,Die Opposition wird brutal erstickt.,de
14472,Đi taxi thì tốn kém.,vi
14473,Investir en bourse rentable.,fr
14474,Naoko ist Schwimmerin.,de
14475,Quem fez isso foi embora.,pt
14476,ตอนบ่าย,th
14477,"Bạn có vé, đúng không?",vi
14478,Oggi è l'ultimo sabato di quest'anno.,it
14479,เขย่าขา!,th
14480,"Nadia, awak perlu percayakan saya.",ms
14481,Kız arkadaşıma sahiden benziyorsun.,tr
14482,친절하게 알려 주셔서 정말 감사합니다.,ko
14483,Saya mahu pastikan presiden dilindungi.,ms
14484,Sạc pin mất bao lâu?,vi
14485,Televisión por satélite es posible.,es
14486,去首尔哪里。,zh_cn
14487,"Yeterli çoğunluğun sağlanmasını mı istiyorsunuz, Bay Pasty?",tr
14488,Nessuno di questi tre requisiti è infatti soddisfatto.,it
14489,Si prega di annotare il proprio recapito qui.,it
14490,Elle provenait du système existant.,fr
14491,Bukan saat ini.,id
14492,ลูกเสีย,th
14493,เธอหมดสติ,th
14494,我观看重播。,zh_cn
14495,หล่อจังเลย,th
14496,疲れてるの?,ja
14497,อย่าชมฉัน,th
14498,Rasanya dia sukar untuk mempercayainya.,ms
14499,We are facing food shortages.,en
14500,别碰你弟弟。,zh_cn
14501,Inspeccionar sistema de contrapeso.,es
14502,لنري، 55 ماشية.,ar
14503,كان الأمر رائعاً جداً.,ar
14504,Les ventes ont commencé!,fr
14505,Meslektaş incelemesi için yöntemler ilgili organlar tarafından geliştirilmelidir.,tr
14506,"Yüzündeki ifadeyi asla unutmayacağım, harika bir andı.",tr
14507,哪个交易会?,zh_cn
14508,¿Qué es un cliente ligero?,es
14509,泡饭多吃点。,zh_cn
14510,Mình hợp gu nhau ghê!,vi
14511,Kamu melalui akademi bersama.,ms
14512,Zukünftige Käufer werden Kunden.,de
14513,"Ó tu, emantado.",pt
14514,Cela tient l'internet entier.,fr
14515,轚型変えた?,ja
14516,聞こえた?,ja
14517,카드로 결제할 테니 카드 주세요.,ko
14518,เอิ่ม ใช่,th
14519,去银行交錢。,zh_cn
14520,Dotcom yang memandu dan memasak.,ms
14521,要不要比赛。,zh_cn
14522,나는 너무 좋은 것 같아!,ko
14523,¿Cocinas mucho?,es
14524,마침 돼지갈비 먹고 싶었는데 잘됐다.,ko
14525,Comment supprimer mon compte ?,fr
14526,¿Qué hacer en Mahone Bay?,es
14527,"Tuhan, awak mesti kebimbangan sekarang.",ms
14528,Он хочет твои печеньки.,ru
14529,Tidak. Saya akan ke dokter.,id
14530,Quer ver a minha tatuagem?,pt
14531,Você quer aprender a dirigir?,pt
14532,Le texte reste crocheté.,fr
14533,Em mang được mà.,vi
14534,Kau mangsa kepada penipuan seseorang.,ms
14535,動き出したよ。,ja
14536,Tom dan Mary menari bersama.,id
14537,아마 아주 좋아하실 거예요.,ko
14538,Я люблю чай.,ru
14539,你写信了吗?,zh_cn
14540,Tom muss das Match gewinnen.,de
14541,โอ้ ใช่ไหม,th
14542,Then you'll be living elsewhere.,en
14543,เก็บอารมณ์,th
14544,Calgreen est un produit unique.,fr
14545,Номер пансионата Да-Он 000-0000-0000.,ru
14546,I've never felt more alive.,en
14547,Non possiamo discutere questo punto per ore e ore.,it
14548,نعم، غير مذكور تماماً.,ar
14549,Pour quel programme ?,fr
14550,Каковы критерии оценки лучшего курса?,ru
14551,Bagaimana cuaca untuk besok?,id
14552,ฉันพอใจมาก,th
14553,Você quer jogar tênis?,pt
14554,What happened to the music?,en
14555,Don't be afraid to disagree.,en
14556,Rimetto in discussione la mozione.,it
14557,Yang pertama bukan yang terbaik.,id
14558,Bagaimana kondisi kesehatanmu?,id
14559,Mình cũng muốn thử xem.,vi
14560,كنت سأضعها لو لم تخبرني.,ar
14561,一人にして。,ja
14562,أنظر، هذا هو عرين الدولفين.,ar
14563,Lotemax Online bestellen DE Tablet?,de
14564,ยืนยัน,th
14565,Он всегда пытается меня разозлить.,ru
14566,I'm just your love slave.,en
14567,Что такое Чимак?,ru
14568,Seleccione el software indeseables .,es
14569,Doktoru aradık alerji olduğunu söyledi.,tr
14570,Он - связующая фигура.,ru
14571,Alors le marché fut conclu.,fr
14572,贵人多忘事。,zh_cn
14573,Don't say I dreamt it.,en
14574,Or as we say here.,en
14575,أم، لقد تركت سترتي.,ar
14576,Itu terpulang pada peguam negara.,ms
14577,毎日ですか。,ja
14578,Parece que acertámos em cheio.,pt
14579,Erfüllungsort für Zahlungen ist Gnarrenburg.,de
14580,นั่นดูโอเค,th
14581,休講メールた。,ja
14582,Le véhicule est fou!,fr
14583,Tornerò presto per il tuo ordine.,it
14584,他にいつなの?,ja
14585,لم أره أبداً بهذا الغضب.,ar
14586,Bir elinizle şırınganın gövdesini sıkıca tutun.,tr
14587,Vì dùng chúng bất tiện.,vi
14588,Так что я начал меньше.,ru
14589,Dạo này sống thế nào?,vi
14590,Назначить Ди Кею пожизненное содержание.,ru
14591,Pintu sudah ditutup.,id
14592,Họ chưa nhận được nó.,vi
14593,Здесь у нас есть проблемы.,ru
14594,Es seguro ordenar por internet?,es
14595,手取りで?,ja
14596,Dün Kahire'de Gazze'den bir Hamas heyetiyle görüştü.,tr
14597,Jangan lupakan sifat Anda.,id
14598,ما مشكلتي؟!,ar
14599,恭喜你成功。,zh_cn
14600,Почему здесь только одна душевая.,ru
14601,寝タバコです。,ja
14602,มันหนาวจัด,th
14603,그럼 그걸로다가 조금씩 주세요!,ko
14604,去门口那儿。,zh_cn
14605,มันโผล่มา,th
14606,England wird das Rennen gewinnen.,de
14607,요새 집에만 있어서 살쪘어요.,ko
14608,"Günün sonunda Hükümet, bu alanlarda yaptıklarımıza göre yargılanacak.",tr
14609,Onde você estava naquela época?,pt
14610,أم، في مكتب الممرضة.,ar
14611,Нажмите Сохранить.,ru
14612,Wo wurde Ihr Strom produziert?,de
14613,Aku akan memeriksa kotak skornya.,id
14614,价格相当贵。,zh_cn
14615,"Tôi đói, toa ăn đâu?",vi
14616,Leer artículo Ma Yansong.,es
14617,손녀 덕분에 할아버지가 젊어지겠구나.,ko
14618,あと一息です。,ja
14619,"Kemik yoğunluğu testim, takviye almam gerektiğini gösterdi.",tr
14620,And I'm good at it.,en
14621,سأخبرك حالما أسأل طاقم المطبخ.,ar
14622,该吃零食了。,zh_cn
14623,Это просто ужасно меня возбуждает.,ru
14624,Umarım bize yardım edecek adam bu değildir.,tr
14625,Even my husband says so.,en
14626,Quiero comprar una máquina específica.,es
14627,Saya menuliskan beberapa poin.,id
14628,Tolong jangan bercakap tentang Jasper.,ms
14629,Tom sangat menyukai makanan Jepang.,id
14630,Я никогда не пью вино.,ru
14631,Tom pergi bekerja dengan kereta.,id
14632,この嘘つき!,ja
14633,Der Preis ist völlig okay.,de
14634,Ihre Fähre Sizilien online buchen!,de
14635,"Se lo sei, non inviare la lettera.",it
14636,尊敬する人は?,ja
14637,Kau tahukah betapa cantikknya kau?,ms
14638,Puzzlehead is an indie delight.,en
14639,我慢できる?,ja
14640,Có gì đặc biệt không?,vi
14641,どうかした?,ja
14642,可笑的家伙。,zh_cn
14643,水曜日です。,ja
14644,WIFI Internet ist ohne Gebühr.,de
14645,那在五楼角。,zh_cn
14646,"Afinal, é altura de festa.",pt
14647,Le programme est bien géré.,fr
14648,何を根拠に?,ja
14649,저기 대여소에 가서 자전거 빌리자.,ko
14650,I'm great. I'm just emotional.,en
14651,Tidak ada yang istimewa besok.,id
14652,Pesanan sebanyak ini......ia bukan mudah.,ms
14653,Nous voyageons depuis deux semaines.,fr
14654,ปิดมันเถอะ,th
14655,A⨯b dapat disingkat menjadi ab.,id
14656,Em muốn đá bóng quá.,vi
14657,Ada masalah di stesen keretapi.,ms
14658,Then the baby can hear.,en
14659,Одна игра включает три раунда.,ru
14660,錦糸町です。,ja
14661,"Görüyorsun, burada kalırsam öleceğim.",tr
14662,Maria apaixonou-se pelo Japão.,pt
14663,Сателлиты посажены на осях водила.,ru
14664,Dann nennt Google es.,de
14665,Kehamilan dini sering disertai mual.,id
14666,ฉันทับอะไร,th
14667,Berikan saya waktu sebentar dengannya.,id
14668,干得还不错。,zh_cn
14669,"Bence memleket, Gabba, yani bu büyük bir sahne.",tr
14670,Fadil queria cuidar de Layla.,pt
14671,"Sayangnya, saya memiliki janji sebelumnya.",id
14672,彼、お酒強い。,ja
14673,Sin software complicado que instalar.,es
14674,حسناً، رجلك في إنتهاك لحكمه.,ar
14675,They didn't get much shut-eye.,en
14676,We're doing our own thing.,en
14677,و،نعم... لقد ذهبت هناك.,ar
14678,"Hobilerim yemek yapmak, müzik dinlemek ve film izlemek.",tr
14679,And anyway I like singers.,en
14680,"Ah, I didn't say that.",en
14681,And don't leave any fingerprints.,en
14682,كيف استطاعت؟,ar
14683,去摘海带啊。,zh_cn
14684,Tenho que escrever a tinta?,pt
14685,Я не хотел вас расстраивать.,ru
14686,Non vedo l'ora che arrivi già il prossimo.,it
14687,ذلك إذا كنا عملًا فنيًا.,ar
14688,Искусство должно быть поучительным.,ru
14689,Том также любит скачки.,ru
14690,Eco Herstellung Abstraktion Technology Hintergrund.,de
14691,告诉我结果。,zh_cn
14692,무릎 보호대는 어디서 빌려야 돼?,ko
14693,"Forse non abbastanza cambiamenti, ma almeno alcuni.",it
14694,怒らないで。,ja
14695,Bukankah Anda seharusnya pergi trekking?,id
14696,Maaf aku tidak menjawab teleponmu.,id
14697,ใช่มันดี,th
14698,"Роджер, я их достала.",ru
14699,Air ini bersih.,id
14700,ทานยาซะ!,th
14701,私もです。,ja
14702,Sie können keine Anzahlung leisten.,de
14703,ฉันเห็นเขา,th
14704,มันไปได้ดี,th
14705,หวีผม,th
14706,会いに行くよ,ja
14707,可是能怎办。,zh_cn
14708,Apa gunanya menduduki ujian memandu?,ms
14709,Bienvenido a nuestra aplicación Frisky.,es
14710,Sono fiducioso che possiamo farcela.,it
14711,Bilgisayarda pek çok virüs beliriyor.,tr
14712,Semua harapan telah pupus.,id
14713,أبي في المنزل!,ar
14714,Un investissement rentable.,fr
14715,もう終わり?,ja
14716,求你了紫敬。,zh_cn
14717,Тоже самое. Победит команда Кореи.,ru
14718,La garantie d'un meilleur tarif.,fr
14719,Idéal pour un investissement locatif.,fr
14720,Saya akan datang.,id
14721,ดูแลมัน,th
14722,Không cần phải la lên.,vi
14723,Моему сыну 23.,ru
14724,Üniversiteler on yıldan fazla bir süredir düşüşte.,tr
14725,"In alcuni casi, la ristrutturazione è gestita male.",it
14726,No actualizar las redes sociales.,es
14727,Какие данные предоставляет Google Analytics.,ru
14728,"Bertenang, okay? Jangan gelisah.",ms
14729,Я буду за вас болеть.,ru
14730,Pero eso es requerido.,es
14731,هل ترغب في بعض الحلوى؟,ar
14732,"Nein, die IP-Adresse wird maskiert.",de
14733,Cette évaluation compte trois composantes.,fr
14734,Attualmente sono necessari 1-2 mesi per elaborare la domanda.,it
14735,Sudah lama aku lakukan ini.,ms
14736,Ok allora non lavorare troppo duramente.,it
14737,Itu bukan kritikan. Cuma nasihat.,ms
14738,Combien de Gmail coût?,fr
14739,Yeni bir hayatım var. Kendimi iyi hissediyorum.,tr
14740,Yenilikleri korumak için başka çözümler de bulunmaktadır.,tr
14741,Bạn muốn loại vé nào?,vi
14742,Это хороший друг.,ru
14743,В одном фунте 16 унций.,ru
14744,И вот что мы нашли.,ru
14745,短すぎる?,ja
14746,أنا أشعر حقاً بالإهتزاز. مممم.,ar
14747,Ho una domanda riguardo la doppia specializzazione.,it
14748,우리 콘서트 자주 보러 다니자.,ko
14749,よい日を!,ja
14750,求您清醒吧。,zh_cn
14751,حسنا. ما هذا؟,ar
14752,Abbiamo superato una serie di test sperimentali.,it
14753,高中三年级。,zh_cn
14754,花粉症なの?,ja
14755,Какие особенности у данных курсов?,ru
14756,Aber Römer entwickelten es nicht.,de
14757,何てことだ!,ja
14758,"Not true, say the experts.",en
14759,"Say it, why don't you?",en
14760,Seorang laki-laki mengunggah sebuah foto.,id
14761,Tom será punido.,pt
14762,"Estou a gracejar, naturalmente.",pt
14763,I never read the book.,en
14764,Bunu sanki iyi bir şeymiş gibi söyledin.,tr
14765,缆车多少钱?,zh_cn
14766,Вы японец?,ru
14767,Vaktiniz varsa hemen yapmak isterim.,tr
14768,Ada 187.888 danau di Finlandia.,id
14769,Der Download sollte automatisch starten.,de
14770,Réduire la quantité d'insecticides utilisés.,fr
14771,Ototnya tegang. Dia perlu bertenang.,ms
14772,"Raporumuz, sübvansiyonların paranın karşılığını vermediğini gösteriyor.",tr
14773,Tom não come muita carne.,pt
14774,"Quale preferisci, posta ordinaria o posta celere?",it
14775,Tienen que desarrollar sus talentos.,es
14776,ต้องไปละนะ,th
14777,Virtuelle Server haben viele Tücken.,de
14778,"Como resultado, se produce inmunodeficiencia.",es
14779,Pastikan jumlah permintaan itu padan.,ms
14780,"Quando verrà domani, potremo rendergli omaggio.",it
14781,Hampir setiap pria bisa tertekan.,id
14782,So are you working tonight?,en
14783,Comment mon paiement sera traité?,fr
14784,Шестимесячный обожает задание.,ru
14785,Сейчас Том преодолевает течение.,ru
14786,Penso che tu debba fare qualcosa al riguardo.,it
14787,Hari spesial apakah hari ini?,id
14788,Bu deneyim zor olsa da gururluydum.,tr
14789,La presse était hostile.,fr
14790,Mungkin Tom memberikannya ke Mary.,id
14791,Ele partiu em uma viagem.,pt
14792,Porque parecias um gajo fixe.,pt
14793,感觉不舒服。,zh_cn
14794,Tom mengikutiku siang dan malam.,id
14795,Spero che il Vertice possa lanciare questo messaggio.,it
14796,何があるか。,ja
14797,"Transpondeur intégré inclut., programmation requise.",fr
14798,Home Blog L'hiver arrive !,fr
14799,Он был очень эгоистичной личностью.,ru
14800,ให้เวลามัน,th
14801,Tom queria falar com Maria.,pt
14802,Традиционный костоправ является профессионалом.,ru
14803,มันแน่นอน,th
14804,Você vai ligar a luz?,pt
14805,ใช่ เข้าไป,th
14806,No requiere gastos significativos.,es
14807,Fadil berprestasi tinggi di sekolah.,id
14808,支払方法は?,ja
14809,I don't wanna lose them.,en
14810,Dia berhenti di tengah proyeknya.,id
14811,Quero comprar um suéter checo.,pt
14812,Seseorang sedang memainkan piano.,id
14813,คุณมีฟันผุ,th
14814,羨ましい!,ja
14815,Possiamo farlo rendendoli più trasparenti.,it
14816,Tôi phụ trách phòng marketing.,vi
14817,매일 만 보씩 채우면 건강해지겠다.,ko
14818,"Se hai qualcosa con cui possiamo aiutarti, faccelo sapere.",it
14819,Dan dia menunggang motosikal. Hebat.,ms
14820,"Kim, ini memberikan pelepasan keutamaan.",ms
14821,أه، لا. ليس حقًا.,ar
14822,Tom sabe manejar cavalos.,pt
14823,洗えますか。,ja
14824,Марс приходит на ум.,ru
14825,Xếp bàn vẫn chưa xong.,vi
14826,考试太难了。,zh_cn
14827,Chắc là linh thiêng đấy.,vi
14828,Você já esteve na Austrália?,pt
14829,Filmde TAM olarak neyi istemediklerini bilmek isterim.,tr
14830,激辛だね。,ja
14831,일단 빨리 가서 좀 쉬자!,ko
14832,Desiderate un'opzione di certificato di consegna?,it
14833,빨리 줄 서길 잘했네.,ko
14834,И я увидел знак.,ru
14835,أعتقد أنني أعرف.,ar
14836,Untuk melihat dari pandangan pelanggan.,id
14837,Conçus pour la certification ATEX.,fr
14838,考试是开卷。,zh_cn
14839,Yalnız bir çocuk tarafından çalınmış olabileceğini duyduk.,tr
14840,Their reports quoted government officials.,en
14841,朝起きます。,ja
14842,Biarkan saya menolongmu.,id
14843,感激ですね!,ja
14844,Itu tidak bermaksud mereka bekerjasama.,ms
14845,Recommandé sur Mac OS X.,fr
14846,Questa discussione sta peggiorando.,it
14847,圣诞老公公。,zh_cn
14848,Es wurden keine Server gehackt.,de
14849,발목을 다쳤는데 입원까지 해야 하나요?,ko
14850,Mi sento benissimo per averti conosciuto.,it
14851,سوف أفعل! سوف أفعل! اخرج!,ar
14852,มันคือหมา,th
14853,Quelle perte peut être subie?,fr
14854,几乎五点了。,zh_cn
14855,حسنًا، وأنت، أيضًا.,ar
14856,รับงานสิ!,th
14857,Adakah lalu-lintas udara awam ditutup?,ms
14858,Mungkin difermentasikan hingga tingkat tertentu.,id
14859,거절당할까 봐 무서운데 어떻게 말하지?,ko
14860,¿Cuándo pago el vehículo?,es
14861,كأننا نحتاج نمرًا أبيضًا.,ar
14862,Tôi sẽ ngồi ở đó.,vi
14863,ออกมาเร็ว,th
14864,我只看运动。,zh_cn
14865,Onde diabos Tom está?,pt
14866,Windows 7'yi yüklemek mantıklı mıdır?,tr
14867,Demokrat akan meletakkan Warren Beatty.,ms
14868,Wahrscheinlich war es Tyrus unterworfen.,de
14869,El precio incluye reforma.,es
14870,Đi taxi tốn bao nhiêu?,vi
14871,¿Cómo puedo devolver un recibo?,es
14872,Каково население Японии?,ru
14873,Şu an hapishane minibüsüne binmesine bakıyorum.,tr
14874,Con voi thì rất khỏe.,vi
14875,高かったの?,ja
14876,아드님이 친구를 때려서 연락 드렸습니다.,ko
14877,ตอน 7:30,th
14878,Я говорю сам с собой.,ru
14879,Son programme incluait trois quadruples.,fr
14880,Проект будет действовать до завтра.,ru
14881,Il produit son propre fromage.,fr
14882,"Oh, he asked me out.",en
14883,Tôi nghĩ là ở sảnh.,vi
14884,"Suçu ispatlanana kadar masumiyet kanunumuzdur, tersi değil.",tr
14885,どうして?,ja
14886,Choisissez en ligne slots.,fr
14887,ใช่ โปรดกด 9,th
14888,都流口水了。,zh_cn
14889,Tom queria vir aqui amanhã.,pt
14890,¿Qué tecnología se requiere?,es
14891,"Tapi, lambat-laun, kebenaran akan muncul.",ms
14892,Bao nhiêu phần trăm phí?,vi
14893,Selama festival sekolah.,id
14894,今、話せる?,ja
14895,Télécharger et présentation Google Drive.,fr
14896,أنا سعيد لأنك أتيت.,ar
14897,"Bana kalırsa, oyunum her zaman aynı olacak.",tr
14898,I wanna do some digging.,en
14899,Toutes les pièces sont interchangeables.,fr
14900,Aku minum dari siang.,id
14901,You're kicking him out anyway.,en
14902,Bukankah temu-janji kita sepatutnya esok?,ms
14903,Tôi muốn học thống kê.,vi
14904,أين كنت؟ هل أحضرت الخبز؟,ar
14905,إذاً، عم نتحدث؟,ar
14906,Suruh mereka mengosongkan kota-kota tersebut.,id
14907,过来这边坐。,zh_cn
14908,掃除機はどこ?,ja
14909,그럼 서로 번갈아 가면서 하자.,ko
14910,オバマさん?,ja
14911,Siliziumminen gibt es schon.,de
14912,La recherche archéologique est intense.,fr
14913,อย่านะ,th
14914,¿Cuándo viene cada mercado emisor?,es
14915,可是我不懂。,zh_cn
14916,Tenho dois periquitos em casa.,pt
14917,我要淹死了！,zh_cn
14918,La crisi non ci aiuterà a prendere misure.,it
14919,Tớ muốn ăn gì quá!,vi
14920,Die Produktion erfolgt in Polen.,de
14921,Ti passo il campione del nuovo prodotto.,it
14922,كانوا يعملون في مجال الأعمال.,ar
14923,Tom punya banyak uang.,id
14924,ก็ได้ แม่,th
14925,去写悔过书。,zh_cn
14926,Per questo abbiamo bisogno di questi testi.,it
14927,Handel und Handwerk blühen auf.,de
14928,Signez le reçu de caisse.,fr
14929,มาสิ Billy,th
14930,Japon takımı oyunda altın madalya kazandı.,tr
14931,¿Tiene LastPass mi contraseña maestra?,es
14932,"Beni kırbaçlayacağını gerçekten düşünmüyorsun, değil mi?",tr
14933,Có 3 loại phòng.,vi
14934,"Per il cliente da asporto, grazie per l'attesa.",it
14935,Todos tienen WIFI gratuito.,es
14936,Tolong buatkan aku secangkir kopi.,id
14937,"Я думаю, это разумно.",ru
14938,나 너 주려고 선물도 가져왔어.,ko
14939,Questa potrebbe essere la punta dell'iceberg.,it
14940,Miliki minat pelanggan.,id
14941,ماذا بشأن هذا الطقس؟,ar
14942,Ein Schnäppchen machen Digitalkamera.,de
14943,"Well, that's not very dynamic.",en
14944,Pas de produit trop parfumé.,fr
14945,She hasn't said yes yet.,en
14946,오류 찾으시면 연락부터 주시면 좋겠어요.,ko
14947,Perlindungan kepentingan deposan.,id
14948,何で僕が?,ja
14949,Non possiamo accettare pagamenti con carta di credito.,it
14950,เล่นให้ดี,th
14951,ห้องจดหมาย,th
14952,"Permisi, di mana perpustakaan?",id
14953,Le système se révèle efficace.,fr
14954,Porque sorris tanto Ramon?,pt
14955,อย่าท้อ,th
14956,ไม่ มันพัง,th
14957,見たいよ。,ja
14958,ご予算は?,ja
14959,เอาชาเขียว,th
14960,Давайте пойдем в школы.,ru
14961,Abbiamo mantenuto il nostro sapore sin dalla nostra fondazione.,it
14962,Pas de logiciel obligé.,fr
14963,Dạo này em khoẻ không?,vi
14964,Mình nghĩ chắc không.,vi
14965,Das Betriebssystem kann einen Absturz.,de
14966,整理しないと。,ja
14967,Jamais nos esqueceremos de ti.,pt
14968,A garota apontou-me a mãe.,pt
14969,Adoro I'Italia pero' amo la Corea del Sud per primo.,it
14970,これでいい?,ja
14971,Ces entreprises sont des plateformes.,fr
14972,มันดูแข็ง,th
14973,顔色悪いよ。,ja
14974,Kannst Du Deine Energie steuern?,de
14975,"Если ты против, поднимите одну.",ru
14976,"No, no I didn't. No.",en
14977,ฉันกลัวหนู,th
14978,คุณโกงฉัน,th
14979,"Terus-terang, awak patut bercakap dengannya.",ms
14980,Suapan Internet presiden itu terputus.,ms
14981,시간이 비는데 혹시나 해서요.,ko
14982,El precio era bueno.,es
14983,Eu quero trabalhar com você.,pt
14984,มันรกมาก,th
14985,Tôi đặt vé ở đâu?,vi
14986,¿Puedo devolver un objeto comprado?,es
14987,"Jadi, adakah ini balai polis?",ms
14988,동생 약 먹이고 출근해야겠다.,ko
14989,Куда надо поехать?,ru
14990,La recherche a été faite.,fr
14991,มีจริง ๆ,th
14992,Riteniamo che tu sia troppo qualificato.,it
14993,Sie brauchen keine Software installieren.,de
14994,Chúng tôi nướng Pecene kurure.,vi
14995,君は何年生?,ja
14996,Peggy! Peggy Scott! Bên này!,vi
14997,Kenapa awak berkelakuan tidak senonoh?,ms
