labels,text,translated_text
nl,De Landbouwraad van porselein opent een speciaal bureau dat belast is met de overdracht van landbouwtechnologie en met het beheer van intellectuele eigendomsrechten en advies om de ontwikkeling van de op kennis gebaseerde landbouw en de toepassingen van landbouwtechnologie in porselein te bevorderen.,도자기 농업 협의회는 농업 기술 이전 및 지적 재산권 관리를 담당하는 특별 사무소를 개설하고 지식 기반 농업의 발전과 도자기의 농업 기술 적용을 촉진하기 위한 자문을 제공할 것입니다.
th,แม้ว่า สหรัฐอเมริกา เรียกร้อง ให้ เปิด ใช้งาน คาร์บอน คาด ว่า จะ เพิ่มขึ้น ตาม จำนวน เล็กน้อย เป็นผล ของ กลยุทธ์   multipollutant   เปิด ใช้งาน คาร์บอน ถูก ซื้อขาย บน พื้นฐาน ระดับโลก และ มี ความจุ ส่วนเกิน ที่ มี จำนวน มหาศาล ที่ สามารถ ระบุ ได้ สำหรับ การ เพิ่มขึ้น นี้ ตาม ความต้องการ,미국은 활성탄을 요구하지만 다중 오염 전략의 결과로 미미한 수준으로 증가할 것으로 예상됩니다. 이것은 수요에 따라
sw,"Uandishi wa solondz kwani deep sana , lakini ni , kubonda taboos kwa upande wote -- filamu hiyo ni upande wa giza wa kuna jambo kuhusu mary. na kwa njia fulani , haiwezi kuwa na uzinduzi wa fitting zaidi .",Solonz의 글은 매우 깊지만 모든 측면에서 금기를 부수고 있습니다. 영화는 Mary에 대한 어두운면입니다. 어떻게든 이보다 더 적합한 출시는 없었습니다.
el,"Αλλά θα βρείτε ψαράδες , πολλοί από τους οποίους είναι άμεσοι απόγονοι περίπου 600 Γενουάτες μισθοφόρων ο βασιλιάς Κάρολος iii διασώθηκε από την αιχμαλωσία στο νησί tabarka της τυνησίας , εξ ου και το όνομα .","그러나 당신은 어부들을 발견할 것인데, 그들 중 다수는 약 600명의 제노바 용병 왕 찰스 3세가 튀니지 타바카 섬의 포로에서 구출한 약 600명의 제노바 용병의 직계 후손입니다."
en,"Love the product. I bought this certified refurbished, but I did not expect to receive the charging cords in disarray and dirty.",제품을 사랑합니다. 이 인증된 리퍼비시를 구입했는데 충전 코드가 어지럽고 더러워질 줄은 몰랐습니다.
de,"Das Puzzle ist zu einfach und das Ergebnis ist instabil. Erfüllt nicht die Erwartungen, die ich an das Puzzle gestellt habe.",퍼즐이 너무 쉽고 결과가 불안정합니다. 퍼즐에서 기대했던 것과 일치하지 않습니다.
hi,' दान ' जॉन और फिर दूसरों को देखा .,'Dan'은 John과 다른 사람들을 보았습니다.
de,gibt bestimmt schlechtere,확실히 더 나쁜
es,Esperaba una buena calidad más que nada por la marca. No cumple.,나는 브랜드에서 무엇보다 좋은 품질을 기대했습니다. 실패합니다.
th,สิ่ง ที่ ทำ ให้การ ทำแท้ง ดึก ๆ คือ การ ที่ ตัวอ่อน มัน ใหญ่ ตอนนี้   --   เหมือน เด็ก ที่ สร้าง มา เต็มที่,늦은 낙태가 가능한 이유는 배아가 이제 완전히 형성된 아기처럼 커졌기 때문입니다.
ur,مجھے معلوم نہیں ہے کہ میں نہیں جانتا کہ وہ کیا کر رہے ہیں اور وہ جو کچھ کر رہے ہیں اس میں سے کچھ نہیں ہو سکتا ہے کہ ibm نے ان تمام حصوں میں سے ایک سال بھر کر لی ہے ۔,나는 그들이 무엇을 하고 있는지 그리고 그들이 무엇을 하고 있는지도 모릅니다. IBM이 1년 동안 이 모든 부분을 수행했다는 것일 수는 없습니다.
pt,A Cisco reduziu as despesas para compensar a lentidão das vendas.,시스코는 판매 부진을 보상하기 위해 비용을 절감했습니다.
en,Like it a lot. Just what I needed.,많이 좋아해. 내가 필요한 것.
pt,um jockey montado a cavalo.,말을 탄 기수.
sw,Yafuatayo ni mifano ya namna mashirika yamegawa mamlaka kwa wafanyakazi wa frontline .,다음은 조직이 일선 작업자에게 권한을 위임한 방법의 예입니다.
th,"ลาน   de   armas ,   หรือ อาร์เซนอล สแควร์ ,   ตามที่   quad   ถูก เรียก ว่า นำ ไป เป็น อันดับ แรก ของ จำนวน กว้าง ,   เปิด   plazas   ซึ่ง มาถึง คุณ โดย ไม่ บอกกล่าว เมื่อ คุณ ปีน เขาวงกต ของ ซอย แคบ",아르마스 광장(Plaza de armas) 또는 아스날 광장(Arsenal Square)은 쿼드(quad)라고 불리며 좁은 골목의 미로를 따라 올라가면 예고 없이 오는 넓고 열린 광장 중 첫 번째로 이어집니다.
en,"IT's able to transfer files from a USB-C device, however it's more useful for one or 2 files because for some reason the USB-C portion of it disconnects from the device for no reason.",IT는 USB-C 장치에서 파일을 전송할 수 있지만 어떤 이유로 USB-C 부분이 아무 이유 없이 장치에서 분리되기 때문에 하나 또는 두 개의 파일에 더 유용합니다.
fr,J'ai commandé un lot de 50 perles et je n'en ai reçu que 30... Ça fait un peu cher la perle du coup.,진주 50개 주문했는데 30개밖에 못받았어요... 진주가 좀 비싸요.
ja,多くは入らないですが必要最低限な物が入れられる大きさです。 意外と使いやすいです。ショルダーベルトが肩からずれ落ちやすいです。 雨に濡れると染料がワイシャツに移ります。 ワイシャツが染料で黒く染まりますが洗っても落ちません。,대부분은 들어가지 않지만 필요한 최소한의 물건이 들어갈 수있는 크기입니다. 의외로 사용하기 쉽습니다. 어깨 벨트가 어깨에서 벗어나기 쉽습니다. 비에 젖으면 염료가 셔츠로 옮겨집니다. 셔츠가 염료로 검게 물들지만 씻어도 떨어지지 않습니다.
el,Οι δύο αυτές αρχές παρέχουν το ίδρυμα για την αποτελεσματικότητα της αποτελεσματικότητας κατά την εκτέλεση των ειδικών αρμοδιοτήτων του cio .,이 두 가지 원칙은 CIO의 특정 권한을 효율적으로 실행할 수 있는 기반을 제공합니다.
vi,"Thợ cắt tóc đã cắt đứt cái tai của dave và cắt tóc vào mũi , trong khi một cái khay bị đẩy lên và một con tóc vàng đã bắt đầu làm móng tay cho anh ta .",이발사는 데이브의 귀를 자르고 머리카락을 코까지 자르는 동안 쟁반을 밀어 올리고 금발 머리가 매니큐어를 바르기 시작했습니다.
pt,Cleveland Kidnapper Ariel Castro Encontrado Enforcado na Cela da Prisão,클리블랜드 납치범 아리엘 카스트로가 감옥에서 목매달아 발견
bg,на победа на самотраки и красивата осъразмери венера де майло .,Samothracian 승리와 아름다운 8 크기의 밀로의 비너스.
sw,"Yeye shirika la amani lakini chama cha nguvu , na mwaka 1829 duke wa wellington , katika zabuni ya kuepuka vita vya kiraia , pita muswada wa katika wa catholic , ambao allowed wakatoliki wa irish kukaa bungeni huko wa kwa mara ya kwanza .",그는 평화 조직이지만 강력한 정당이며 1829년 웰링턴 공작은 내전을 피하기 위해 가톨릭 법안을 통과시켜 아일랜드 가톨릭 신자들이 처음으로 의회에 참석할 수 있도록 했습니다.
bg,харесвах го .,나는 그를 좋아했다.
sw,Najua na nataka kuona kadi ya mkopo,나는 신용 카드를 알고보고 싶다
sw,"Walikuwa wadogo , thinner , ndevu alionekana mbali faker .",그들은 더 작고 가늘었으며 턱수염은 훨씬 더 가짜처럼 보였습니다.
es,No es del tamaño correcto para el modelo No ajusta ni en la posicion de la camara ni en el largo,모델에 맞는 사이즈가 아닙니다 카메라의 위치나 길이에 맞지 않습니다
ja,我が家の2歳と8歳の猫達用にずっとホームセンターでピュリナワンの成猫用を購入していました。調べるとアマゾンでの購入の方がお安かったのと、さらに検索した時に運良くタイムセールだったので、いつもよりとてもお買い得にゲットできました。が、タイムセールぎりぎりに発見だったせいか、慌てていて11歳以上の腎臓サポートを購入してしまいました。笑。2歳と8歳の子だけれど、腎臓サポートは身体にいいかとご飯に出してみたところ、成猫用のものより、サクサクうまうま食い付いてくれ美味しかったみたいです。結果11歳以上でも良しでした。袋を開けたては香りもよく新鮮でガッツリよく食べてくれるのですが、余ったカリカリの袋を数日クリップで留める日が続くので、新鮮さをより保つ為にもう少し小分けの袋を増やしてもらえたらありがたいです。,"우리 집의 2세와 8세의 고양이들용으로 계속 홈 센터에서 퓨리나 원의 성 고양이용을 구입하고 있었습니다. 조사하면 아마존에서 구입하는 것이 싼 것이고, 한층 더 검색했을 때 운좋게 타임 세일이었으므로, 평소보다 매우 이득에 겟트 할 수 있었습니다. 하지만, 타임 세일 한결같이 발견이었던 탓인지, 당황하고 있어 11세 이상의 신장 서포트를 구입해 버렸습니다. 웃음. 2세와 8세의 아이이지만, 신장 서포트는 신체에 좋을까 밥에 내 보았더니, 성고양이용의 것보다, 바삭바삭 우마우마 먹어 붙어 맛있었던 것 같습니다. 결과 11세 이상이라도 좋았습니다. 가방을 열어 향기도 잘 신선하고 꽉 잘 먹어줍니다만, 남은 바삭바삭한 봉투를 며칠 클립으로 고정하는 날이 계속되므로, 신선함을 보다 유지하기 위해서 좀 더 소분의 봉투를 늘려 받으면 고맙습니다."
ar,شكرا لك يا سيدتي.-انسحب بنسان .,"감사합니다, 부인 - 벤산은 물러났습니다."
pl,Wszyscy jesteśmy naczyniami wypełnionymi wieloma cudami.,우리는 모두 많은 기적이 담긴 그릇입니다.
de,"Gute Ware, vielen Dank","좋은 상품, 감사합니다"
de,"An sich fand ich das Buch nicht schlecht, nur die viele Erklärungen über Football waren nicht besonders spannend.","그 자체로는 책이 나쁘다고 생각하지 않았고, 축구에 대한 많은 설명이 특별히 흥미롭지는 않았습니다."
fr,"C’est plutôt un bel objet, les détails sont sympas. C’est agréablement plus petit et léger que ce je pensais et ça rentre bien dans une poche de pantalon. J’enlève une première étoile car le dessous n’est pas travaillé (c’est lisse, et les photos sont prises de manière à ne pas montrer cet aspect) et une deuxième étoile car c’est très fin et ne me parait pas solide, ne pas mettre dans une poche arrière! Object surtout décoratif et je chercherai un décapsuleur qui me parait plus costaud.","오히려 아름다운 오브제, 디테일이 좋습니다. 생각보다 작고 가벼워서 바지 주머니에 쏙 들어갑니다. 첫 번째 별은 밑면이 가공되지 않아서(매끄럽고, 사진은 이런 면이 안 보이도록 찍었습니다), 두 번째 별은 너무 얇고 단단해 보이지 않기 때문에 넣지 않습니다. 백 포켓! 주로 장식용 오브제이고 나에게 더 튼튼해 보이는 병따개를 찾아봐야겠다."
de,Ganz süß so aber es riecht sehr chemisch und etwas Steif und ungemütlich fühlen sie sich an der Stoff sehr billig und einfach.,그런대로 꽤 귀엽지만 매우 화학적인 냄새가 나고 약간 뻣뻣하고 불편한 원단은 매우 저렴하고 기본적인 느낌을 줍니다.
fr,"Pour la litière en silice de mes chats, les trous sont trop petits et les grains ne passent pas du tout, c'est dommage",내 고양이의 실리카 깔짚의 경우 구멍이 너무 작고 알갱이가 전혀 통과하지 못합니다.
pl,Dwa psy biegają obok siebie po trawie.,두 마리의 개가 풀밭에서 나란히 달린다.
ar,والمجتمع اليوناني موجه نحو الاسرة جدا وسيكون الاطفال مرحب بهم كثيرا في الحانات والمقاهي .,그리스 사회는 매우 가족 지향적이며 아이들은 바와 카페에서 매우 환영받을 것입니다.
es,"La compré para hacer fotos bajo el agua y no he sido capaz de hacerlas porque la pantalla táctil pierde toda sensibilidad bajo el agua. Por otro lado, buena estanqueidad y calidad.",수중사진 찍으려고 샀는데 수중에서는 터치스크린이 감도를 다 잃어버려서 못찍었어요. 반면에 견고성과 품질이 좋습니다.
sw,"Kwa takribani 715 , msikiti wa el-aksa , sehemu ya tatu ya sala katika uislamu ( baada ya makka na medina ) , na upande wa kusini wa mlima wa hekalu .","약 715년, 이슬람에서 세 번째로 기도하는 곳(메카와 메디나에 이어)인 엘악사 모스크와 사원 산의 남쪽."
pt,Grande motor de locomotiva de prata num barracão.,창고에 있는 대형 은색 기관차 엔진.
ar,ميزانية بعض الوقت سيعطيك احساس ملموس بشكل رائع اسلوب الحياة الذي عرف هذا الجزء من المدينة لاكثر من 300 سنة .,약간의 시간을 투자하면 300년 이상 동안 도시의 이 지역을 정의해 온 라이프스타일에 대한 놀랍도록 구체적인 감각을 얻을 수 있습니다.
pl,Mały chłopiec gra na gitarze.,어린 소년이 기타를 연주합니다.
sw,"Kutoka kentucky. je , alikuwa haki kushukiwa au kulikuwa na changamoto katika sauti ya afande wa mexico a msilegee pendekezo kwamba antecedents wa farasi na mmiliki walikuwa ?",켄터키에서. 그가 의심되는 것이 옳았습니까 아니면 멕시코 afande의 목소리에 도전이 있었고 말과 주인의 선조가 있었다는 제안을 놓지 않습니까?
tr,' gizli ' malzemeler için çağrı yok .,'숨겨진' 자료를 요구하지 않습니다.
ru,"Митчелл , что здесь произошло ? Мюллер обратился к человеку , который был на его правой стороне .","미첼, 여기서 무슨 일이 있었나요? 뮬러는 오른쪽에 있는 남자에게 몸을 돌렸다."
bg,през-ти век съединението на национализма със социализма се превърна в почти универсална практика за всички държави ...,19세기에 민족주의와 사회주의의 결합은 모든 국가에서 거의 보편적인 관행이 되었습니다.
fr,Bon produit ce qui faut pour juste des séances de peinture en classe.,교실 페인팅 세션에 필요한 좋은 제품입니다.
ur,یہ سچ ہے کہ میں آپ کو کیا بتا رہا ہے کہ آپ کیا کر رہے ہیں ؟,내가 당신에게 말하고 있는 것이 당신이 하고 있는 일이라는 것은 사실입니다.
bg,"казват , че метаболизмът ти се забавя с % на всеки години от живота ти или нещо такова .",그들은 당신의 신진 대사가 당신의 인생에서 매년 %씩 느려진다고 말합니다.
de,"Wenn überhaupt ein Stern! Kein Akku der hält, kaputt gegangen im Wasser und aufeinmal alle Daten auf 0, und keine Übertragung aufs Handy mehr","별이라면! 지속되는 배터리도 없고, 물에 빠져서 갑자기 모든 데이터가 0이 되고, 더 이상 휴대폰으로 전송되지 않습니다."
ja,普通のペットショップとかで売ってるサイズかと思ったら、 まぁ・・・でかいのが届きました！（笑 水は確かに汚れにくくなったような気がします！,"보통 애완 동물 숍 등에서 팔고있는 사이즈라고 생각하면, 뭐 ... 큰 것이 도착했습니다! (웃음 물은 확실히 더러워지기 어려워진 것 같은 생각이 듭니다!"
th,คือ ฉัน สนุก กับ การ อ่าน หนังสือพิมพ์ ที่ เรา ได้รับ ข่าว ประจำวัน และ ดัลลัส และ ฉัน พยายาม ที่จะ มอง มัน ถ้า ฉัน ยุ่ง ฉัน ไม่ ได้รับ โอกาส ที่จะ หยิบ มัน ขึ้น เช่น สัปดาห์ นี้ ฉัน สังเกตว่า หลาย สำเนา ได้ ถูก แตะต้อง ไม่ได้ โดน สัมผัส แต่ เอ่อ,글쎄요 저는 신문을 읽는 것을 좋아합니다 우리는 일간 뉴스와 달라스를 받고 바쁘면 그것을 보려고 합니다 이번 주처럼 그것을 집어들 기회가 없습니다 많은 부수가 만져졌다는 것을 알았습니다 만지지는 않았지만 음
ur,مجھے اس کے بارے میں کچھ خوف ہے .,나는 그것에 대해 약간의 두려움이 있습니다.
nl,Twee bruine paarden die in een groene weide staan.,녹색 풀밭에 서 있는 두 갈색 말.
hi,आपने हाल ही में किस मूवी को देखा है,최근에 본 영화는?
zh,和托人从日本买回来的味道不一样，有刺激的感觉，怀疑是假的,일본에서 수탁사에서 사온거랑 맛이 다르고 자극적인 느낌이 있어서 가품인가 봅니다.
ru,"Это удивительно да у нас никогда не было кота конечно как я сказал наверное единственный раз когда у меня когда-либо был кот в машине был в в может быть если бы мы не поставили их в перевозчиков может им бы понравилось больше я не знаю , я не знаю .","놀랍습니다 네, 물론 고양이를 키운 적이 없었습니다. 제가 말했던 것처럼 제가 고양이를 차에 싣고 있었던 유일한 시간은 아마도 캐리어에 넣지 않았다면 그들이 더 좋아했을 것입니다. 모르겠습니다. 나는 모른다."
ar,محل البطاقات خرج للتو من العمل كنا هناك تقريبا سنة تقريبا سنتين بس اه والمتجر كان غالي الكل كان يحب المحل اعجبهم انواع البطاقات وما عندك لكن الموقع كان فقيرا جدا,"카드 가게가 문을 닫았습니다. 거의 1년, 거의 2년 동안 있었지만 어, 가게는 비쌌습니다. 모두가 가게를 좋아했습니다. 가지고 있지 않은 카드 종류를 좋아했지만 사이트는 매우 가난했습니다."
ur,1880 ء کے عشرے میں بڑھتی ہوئی صنعت نے چین کی بیماری میں مبتلا کر لیا ۔,1880년대에 성장하는 산업은 중국을 병들게 했습니다.
fr,Le produit est vraiment pas mal mais je suis vraiment déçu d avoir reçu le produit en si mauvaise état alors que le colis étais en parfait état,상품은 정말 나쁘지 않은데 포장상태가 완벽했는데도 이렇게 열악한 상태의 상품을 받아 정말 속상하네요
bg,но това го прави много трудно особено ако съпруг и съпруга работят в тексаски инструменти .,그러나 이것은 특히 남편과 아내가 텍사스 도구에서 일하는 경우 매우 어렵게 만듭니다.
bg,"от тук можете да видите на север по плажа ; единственото петно на пейзажа е на novo мондо хотел известен , 8-история бял слон напълно извън пропорция с останалата част от острова .","여기에서 해변을 따라 북쪽을 볼 수 있습니다. 풍경의 유일한 흠은 유명한 na novo mondo 호텔, 섬의 나머지 부분과 완전히 균형이 맞지 않는 8층짜리 흰 코끼리입니다."
zh,这套电子书在kindle阅读器（非APP）缩略图封面无法显示，多次删除重新下载没解决问题，请及时修正，谢谢！,이 전자책 세트의 썸네일 표지는 Kindle 리더(비 APP)에서 표시할 수 없습니다. 여러 번 삭제하고 다시 다운로드해도 문제가 해결되지 않았습니다. 제때 수정하세요. 감사합니다!
it,"Stiamo di nuovo parlando di angeli e spille comuni, vero?",우리는 다시 천사와 일반적인 핀에 대해 이야기하고 있습니다.
ru,"Я забыл , что это шервин уильямс краски или что-то в этом роде , но в любом случае это удивительно , что это одна из проблем , хотя , когда ты начинаешь рисовать , чтобы попытаться получить , ты хочешь , чтобы это выглядело так , и ты хочешь , чтобы это было чтобы выглядеть так и конечно , если все белое , ты в порядке , но когда ты начинаешь уже в цвета , у тебя были проблемы с тем , чтобы получить цвета на матч .",나는 그것이 sherwin williams 페인트 또는 무엇인지 잊었지만 어쨌든 이것이 문제 중 하나라는 것이 놀랍습니다. 그림을 그리기 시작하고 그것을 얻으려고 할 때 당신은 그것이 이렇게 보이기를 원하고 당신은 이것이 이렇게 보이기를 원합니다. 물론 만약 모든 것이 흰색이면 괜찮지만 이미 색상으로 시작하면 색상을 일치시키는 데 어려움이 있습니다.
ar,انت تعرف وبعد ذلك لدينا انك تعرف اذا كنت لا تستطيع البقاء اذا حدث شيء ما وكنت لا تستطيع البقاء داخلها ثم لدينا تعرف ميزانية تعرف مثل نحن ندعو صندوق طين او شيء ما وشيء غير متوقع غير متوقع . ياتي ثم انت لست .,"무슨 일이 생기면 머물 수 없는지, 그 안에 머물 수 없는지 알 수 있고 진흙 상자나 예상치 못한 예상치 못한 일이라고 부르는 것과 같은 예산을 알 수 있습니다. 와서 당신은 없습니다."
th,ผม ต่อไป เข้า สำนักงาน ราชการ   8,다음으로 관공서에 들어간다 8
pl,"Strzelcy strzelają, ale nie awansują w Lidze Mistrzów",득점자는 득점하지만 챔피언스 리그에 진출하지 못할 것입니다.
ar,الان اذا كنت اذا دفعت لتك الشهرية هل ستدفع بشكل منفصل للمصفوفات التي تاخذها,이제 월 사용료를 지불한다면 받는 매트릭스에 대해 별도로 지불하시겠습니까?
it,5 persone sepolte nella valanga del Colorado,콜로라도 눈사태에 5명 묻혀
ja,思いのほか柔らかく、あまり強制力がありませんでした。,"생각외 부드럽고, 그다지 강제력이 없었습니다."
zh,偶尔一块可以，太甜了，保质期只有2个月，问客服100个不知道，产品介绍起码的保质期必须要体现吧，亚马逊的客服做的最糟糕,가끔은 괜찮은데 너무 달아서 유통기한이 2개월밖에 안되고 고객센터에 100번 물어봤는데 모르겠음 상품소개서 최소 유통기한은 반영해야지 아마존 고객서비스 최악
el,"( αν αμφιβάλλεις γι ' αυτό , διάβασε το εξαιρετικό νέο βιβλίο του Ματ ρίντλεϊ , την προέλευση της αρετής . Αυτός είναι ένας λόγος που το συνεχώς αναπτυσσόμενο πεδίο της οικονομικής δραστηριότητας είναι ουσιαστικά μια δύναμη της φύσης -- μπορεί να καθοδηγείται , μπορεί να επιβραδυνθεί , αλλά δεν μπορεί , ρεαλιστικά , να σταματήσει .",(이것이 의심스럽다면 Matt Ridley의 훌륭한 새 책인 The Origins of Virtue를 읽으십시오. 이것이 끊임없이 확장되는 경제 활동 분야가 본질적으로 자연의 힘인 이유 중 하나입니다. 현실적으로 멈출 수 없습니다.
pt,Gunmen Surround Ministério dos Negócios Estrangeiros da Líbia Para Impulsionar as Exigências,무장 괴한들이 리비아를 포위하다 외교부 수요 부양
en,The material is a little stiff but I probably just have to break them in.,재질이 좀 뻣뻣하긴 한데 그냥 뜯으면 될 것 같아요.
de,"Das Parfüm wurde schnell geliefert. Ein sehr spezieller Duft. Leider roch es an mir ganz anders, als an der Person, an der ich es zuerst gerochen hatte.",향수는 빨리 배달되었습니다. 아주 특별한 향. 불행히도 처음 냄새를 맡았던 사람과는 매우 다른 냄새가 났습니다.
nl,"""Als we dat overal ter wereld zouden kunnen doen, zouden we een einde kunnen maken aan het terrorisme,"" zei hij.","그는 ""우리가 세계 어디에서나 그렇게 할 수 있다면 테러를 종식시킬 수 있을 것""이라고 말했다."
ar,و فكرت جيدا اذا اركب دراجتي ستكون الرياح ستكون قريبة من الصفر وسوف تدوم سبع دقائق ست دقائق اذا مشيتها ستكون درجات اكثر دفئا لكنها ستدوم لعشرون دقيقة,"그리고 잘 생각해보니 자전거를 타면 바람이 거의 0에 가깝고 7분, 6분 정도 걸으면 섭씨 1도 정도 따뜻해지겠지만 20분 정도 지속됩니다."
bg,"е , сър , нищо особено .","글쎄요, 별거 없습니다."
pl,"Pines powiedział, że w ciągu 10 dni zwoła odpowiednie organy partyjne w celu omówienia, czy zostaną przeprowadzone nowe wybory, czy też zostanie mianowany tymczasowy przywódca.","파인즈 의원은 10일 이내에 당 관련 기구를 소집해 새로운 선거를 실시할 것인지, 임시 대표를 임명할 것인지를 논의하겠다고 말했습니다."
hi,प ् रमुख ज ् ञान अधिकारी या प ् रमुख तकनीकी अधिकारी जो कई वरिष ् ठ स ् तर के प ् रबंधकों में जिम ् मेदारी व ् याप ् त हैं .,책임이 있는 최고 지식 책임자 또는 최고 기술 책임자는 여러 고위 관리자에게 분산되어 있습니다.
ru,"Он был придуман почти 200 лет назад ( я думаю , возможно , Дэвидом Рикардо ) , чтобы описать в систему землевладения в Великобритании , в которой крестьяне будут пасти скот на обычно земле .",그것은 거의 200년 전에(아마도 David Ricardo에 의해) 영국에서 소작농이 공유지에서 소를 방목하는 토지 소유권 시스템을 설명하기 위해 만들어졌습니다.
hi,मुझे कोशिश करें .,나를 시험해봐
en,"While I really liked the final product, I had to make multiple attempts to get the pieces out whole. I finally ended up making the pieces two at a time and the large spine/head on it's own. They still broke, but usually in only one place per piece, which is easily patched with a little more chocolate.",최종 제품이 정말 마음에 들었지만 전체 조각을 얻기 위해 여러 번 시도해야 했습니다. 나는 마침내 한 번에 두 개의 조각을 만들고 큰 척추/머리를 자체적으로 만들었습니다. 그들은 여전히 ​​파손되었지만 일반적으로 조각 당 한 곳에서만 조금 더 많은 초콜릿으로 쉽게 패치됩니다.
el,"Θέλω να πω , ξέρεις ότι είναι απλά οι στατιστικές που απλά συγκλονιστικό ότι όταν κάνουν σαν να ξέρεις σεντς στο δολάριο για το τι κάνουν οι άντρες για τις ίδιες δουλειές και εννοώ ότι μπορώ να θυμώσω πολύ γι ' αυτό .",내 말은 그들이 좋아할 때 남자들이 같은 직업을 위해 버는 것에 대해 달러에 센트를 알고 있다는 사실이 충격적인 통계라는 것을 알고 있다는 것을 의미합니다. 나는 그것에 대해 정말 화를 낼 수 있다는 것을 의미합니다.
it,"L'Iraq ha fatto pressione sul Consiglio di sicurezza affinché il Consiglio di sicurezza smetta di utilizzare le entrate petrolifere del Paese per pagare i risarcimenti alle vittime della guerra del Golfo del 1991 e gli stipendi degli ispettori della commissione di monitoraggio, verifica e ispezione delle Nazioni Unite e affinché tutto il denaro rimasto nei conti ""petrolio in cambio di cibo"" della nazione unita venga trasferito al fondo di sviluppo del governo.","이라크는 안보리가 1991년 걸프전 희생자들에게 배상금을 지불하고 유엔 감시, 검증 및 검사 위원회 소속 사찰단의 봉급을 지불하는 데 국가의 석유 수입을 사용하는 것을 중단하도록 안전보장이사회에 로비했습니다. 유엔의 ""식량을 위한 석유"" 계정이 정부의 개발 기금으로 이전됩니다."
ru,"Это с этой стороны , сэр .",이쪽에서 왔습니다.
pt,"Zimmerman parou por excesso de velocidade no Texas, libertado com aviso","Zimmerman, 텍사스에서 과속으로 정차, 경고와 함께 석방"
hi,स ् पष ् ट आकाश की पहल जारी रहेगा,맑은 하늘 이니셔티브는 계속됩니다
vi,Và bạn phải nhận ra và chấp nhận việc làm như vậy sẽ nhận được một số lượng thời gian của bạn và năng lượng của bạn .,그리고 그렇게 하는 데 어느 정도의 시간과 에너지가 필요하다는 것을 깨닫고 받아들여야 합니다.
el,"Ο Γενικός Εισαγγελέας Τζέι Νίξον ζήτησε τη διαταγή , η οποία δόθηκε την Τετάρτη σε έκτακτη βάση .",제이 닉슨 법무장관은 수요일 긴급 명령을 내린 명령을 요청했습니다.
th,เห็น ฉัน ฆ่า เทป ที่ เธอ เขียน,네가 쓴 테이프를 죽이는 걸 봐
zh,喜欢，性价比高，也很好看，用了快一年了吧,마음에 들고 비용 효율적이고 매우 아름다워 거의 1 년 동안 사용하고 있습니다.
hi,"कल की शक ् तिशाली टांगों ने ' दान ' के दृश ् य के सामने कदम रखा और देख रहा था , उसने कल एक तलवार झूला और अपने क ् लब को आदमी के पक ् ष में तोड ़ दिया .",어제의 씩씩한 다리가 '단'의 장면을 앞에 두고 이를 지켜보던 그는 어제 칼을 휘둘러 몽둥이로 남자의 옆구리를 내리쳤다.
fr,Non conforme à la photo !! C’est la pomme d'Apple au creux de la main et non le réacteur !!! Déçu sur ce point !!!! Sinon le produit est superbe mais j’aurai su que c’était la pomme je ne l’aurai pas pris !!! Une notice en français aurait été le bienvenu...,사진과 다름!! 원자로가 아니라 손바닥 안에 있는 애플의 사과!!! 이 점에서 실망!!!! 그렇지 않으면 제품은 훌륭하지만 사과라는 것을 알았을 것입니다. 프랑스어로 된 통지는 환영 받았을 것입니다 ...
fr,produits nul sert a rien et en plus mon pot est abimée avec cette fixation,쓸모없는 제품은 쓸모없고 게다가 이 고정으로 내 냄비가 망가졌어
it,Congratulazioni per essere stato nominato Persona dell'anno dalla rivista Time.,타임지가 선정한 올해의 인물로 선정된 것을 축하합니다.
ar,"لا يمكن ان يكون هناك شك في ان قانون "" الفقر "" يمول التعبير المحمي دستوريا","""빈곤""법이 헌법에 의해 보호되는 표현에 자금을 지원한다는 것은 의심할 여지가 없습니다."
ru,Удивительно мало,놀랍게도 소수
it,Un cane sta giocando nella neve.,개가 눈 속에서 놀고 있습니다.
ru,"Там жарко , дасти и шумно ; его дороги часто находятся в тупике ; его система общественного транспорта в основном в хаосе .",덥고 먼지가 많고 시끄럽습니다. 그 도로는 종종 막다른 길입니다. 대중 교통 시스템은 대부분 혼란에 빠졌습니다.
ja,ベルトの色がカラフルなので空港での荷物の受け取りは目立って助かりました。 ただ鍵の作りが多少粗悪で1週間の海外旅行で1本鍵が壊れてしまい残念でした(ケースのベルトとしては使えますが鍵のロックが効かなくなり、どの番号でも開けられるようになってしまいました…) まあ安さの割には使えたものだと思います。 国内ならこれで充分かと。,"벨트의 색이 화려하기 때문에 공항에서의 수하물의 수취는 눈에 띄게 살아났습니다. 단지 열쇠의 제작이 다소 거칠고 1주일의 해외 여행으로 1개 열쇠가 망가져 버려 유감이었습니다(케이스의 벨트로서는 사용할 수 있습니다만 열쇠의 락이 효과가 없게 되어, 어느 번호라도 열 수 있게 되어 버려 네… 국내라면 이것으로 충분할까."
zh,包括美国、英国城市成功的、失败的历史保护案例，非常有借鉴意义。,미국과 영국 도시의 역사보존 성공사례와 실패한 사례를 포함하여 참고자료로 매우 유용하다.
